 County Code ,District Code,School Code,Local Educational Agency ,Charter Number," TK/K-3 ADA
Target, B-5/B-1 "," 4 - 6 ADA
Target, B-6/B-2 "," 7 - 8 ADA
Target, B-7/B-3 "," 9 - 12 ADA
Target, B-8/B-4 ","Unduplicated Pupil Percentage
Target, D-1"," Base Grant Funding
Target, C-5 "," Supplemental Grant Funding
Target, D-7 "," Concentration Grant Funding
Target, E-8 "," Necessary Small Schools Allowance
Target, F-1 "," Add-On (Based on 2012-13 Targeted Instructional Improvement Block Grant)
Target, F-2 "," Add-On (Based on 2012-13 Home-to-School Transportation)
Target, F-3 "," Add-On (Based on 2012-13 Small School District Bus Replacement Program)
Target, F-4 "," Total LCFF Target Entitlement
Target, G-1/F-1 "," Total LCFF Floor Entitlement
Transition, B-13 "," Current Year Gap Funding (100%)
Transition, C-3 "," Economic Recovery Target
Transition, D-1 "," Miscellaneous Adjustments
Transition, E-1 "," Total Local Revenue or In-Lieu of Property Taxes
Transition, F-2/F-7 "," Education Protection Account Entitlement
Transition, F-5/F-9 "," Net State Aid
Transition, F-6/F-10 "," Additional SA for MSA Guarantee
Transition, H-1/H-2 "
01,61218,0000000,Mountain House Elementary,N/A, 8.89 , 6.82 , 2.18 , -   , 0.7547 ," 141,838 "," 21,409 "," 14,517 ", - , - ," 29,278 ", - ," 207,042 "," 305,729 ", - , - , - ," 349,704 "," 3,578 ", - ," 196,668 "
01,61234,0000000,Newark Unified,N/A," 1,721.39 "," 1,284.92 ", 850.72 ," 1,849.20 ", 0.5588 ," 47,676,224 "," 5,328,295 "," 209,776 ", - ," 499,293 "," 311,131 ", - ," 54,024,719 "," 50,867,179 "," 3,157,540 ", - , - ," 25,895,427 "," 4,368,819 "," 23,760,473 ", - 
01,61242,0000000,New Haven Unified,N/A," 3,158.95 "," 2,402.17 "," 1,727.16 "," 3,805.01 ", 0.5472 ," 92,934,359 "," 10,170,737 ", - , - ," 220,053 "," 301,115 ", - ," 103,626,264 "," 97,301,966 "," 6,324,298 ", - , - ," 34,810,081 "," 18,171,549 "," 50,644,634 ", - 
01,61259,0000000,Oakland Unified,N/A," 12,743.58 "," 7,913.63 "," 4,289.74 "," 9,326.74 ", 0.7678 ," 284,749,840 "," 43,726,185 "," 31,009,257 ", - ," 10,094,682 "," 5,724,962 ", - ," 375,304,926 "," 353,263,912 "," 22,041,014 ", - , - ," 105,062,530 "," 55,881,803 "," 214,360,593 ", - 
01,61259,0100065,Oakland Unity High,0510, -   , -   , -   , 338.78 , 0.8705 ," 3,140,152 "," 546,700 "," 341,963 ", N/A , N/A , N/A , N/A ," 4,028,815 "," 3,742,934 "," 285,881 ", - , - ," 844,040 "," 644,184 "," 2,540,591 ", - 
01,61259,0106906,Bay Area Technology,0661, -   , 44.26 , 97.90 , 142.34 , 0.7847 ," 2,417,669 "," 379,429 "," 263,285 ", N/A , N/A , N/A , N/A ," 3,060,383 "," 2,923,109 "," 137,274 ", - , - ," 708,806 "," 504,666 "," 1,846,911 ", - 
01,61259,0108944,Lighthouse Community Charter High,0700, -   , -   , -   , 259.63 , 0.8188 ," 2,406,510 "," 394,090 "," 262,069 ", N/A , N/A , N/A , N/A ," 3,062,669 "," 2,863,538 "," 199,131 ", - , - ," 646,845 "," 493,682 "," 1,922,142 ", - 
01,61259,0109819,Aspire Berkley Maynard Academy,0726, 281.00 , 171.45 , 99.59 , -   , 0.7800 ," 4,388,487 "," 684,603 "," 477,905 ", N/A , N/A , N/A , N/A ," 5,550,995 "," 5,191,262 "," 359,733 ", - , - ," 1,375,358 "," 879,573 "," 3,296,064 ", - 
01,61259,0111476,Achieve Academy,0780, 396.62 , 213.33 , -   , -   , 0.9699 ," 4,881,287 "," 946,872 "," 531,572 ", N/A , N/A , N/A , N/A ," 6,359,731 "," 5,943,849 "," 415,882 ", - , - ," 1,519,636 "," 972,477 "," 3,867,618 ", - 
01,61259,0111856,American Indian Public High,0765, -   , -   , -   , 386.83 , 0.7255 ," 3,585,527 "," 520,260 "," 314,630 ", N/A , N/A , N/A , N/A ," 4,420,417 "," 4,179,656 "," 240,761 ", - , - ," 963,752 "," 735,551 "," 2,721,114 ", - 
01,61259,0114363,American Indian Public Charter School II,0882, 301.79 , 264.89 , 204.42 , -   , 0.7754 ," 6,084,381 "," 943,565 "," 662,589 ", N/A , N/A , N/A , N/A ," 7,690,535 "," 7,129,923 "," 560,612 ", - , - ," 1,921,126 "," 1,239,350 "," 4,530,059 ", - 
01,61259,0114868,Oakland Charter High,0883, -   , -   , -   , 436.12 , 0.8617 ," 4,042,396 "," 696,667 "," 440,217 ", N/A , N/A , N/A , N/A ," 5,179,280 "," 4,811,066 "," 368,214 ", - , - ," 1,086,554 "," 829,275 "," 3,263,451 ", - 
01,61259,0115014,KIPP Bridge Academy,0938, 193.48 , 178.18 , 106.76 , -   , 0.8230 ," 3,774,610 "," 621,301 "," 411,055 ", N/A , N/A , N/A , N/A ," 4,806,966 "," 4,397,007 "," 409,959 ", - , - ," 1,191,940 "," 772,823 "," 2,842,203 ", - 
01,61259,0115238,ARISE High,0837, -   , -   , -   , 295.56 , 0.8453 ," 2,739,546 "," 463,148 "," 298,337 ", N/A , N/A , N/A , N/A ," 3,501,031 "," 3,310,041 "," 190,990 ", - , - ," 736,361 "," 562,002 "," 2,202,668 ", - 
01,61259,0115386,Civicorps Corpsmember Academy,0948, -   , -   , -   , 50.98 , 0.9662 ," 472,534 "," 91,312 "," 51,459 ", N/A , N/A , N/A , N/A ," 615,305 "," 584,047 "," 31,258 ", - , - ," 127,012 "," 96,938 "," 391,355 ", - 
01,61259,0115592,Learning Without Limits,1442, 267.39 , 139.20 , -   , -   , 0.9005 ," 3,255,840 "," 586,376 "," 354,561 ", N/A , N/A , N/A , N/A ," 4,196,777 "," 3,928,895 "," 267,882 ", - , - ," 1,012,982 "," 641,735 "," 2,542,060 ", - 
01,61259,0118224,Aspire Golden State College Preparatory Academy,1023, -   , 93.41 , 180.45 , 312.90 , 0.9227 ," 5,014,265 "," 925,333 "," 546,053 ", N/A , N/A , N/A , N/A ," 6,485,651 "," 6,020,932 "," 464,719 ", - , - ," 1,461,860 "," 1,033,285 "," 3,990,506 ", - 
01,61259,0120188,Aspire ERES Academy,1115, 87.98 , 81.19 , 51.26 , -   , 0.9579 ," 1,738,827 "," 333,125 "," 189,359 ", N/A , N/A , N/A , N/A ," 2,261,311 "," 2,113,329 "," 147,982 ", - , - ," 549,182 "," 351,961 "," 1,360,168 ", - 
01,61259,0123711,Vincent Academy,1271, 172.50 , 45.21 , -   , -   , 0.8799 ," 1,762,823 "," 310,221 "," 191,972 ", N/A , N/A , N/A , N/A ," 2,265,016 "," 2,104,356 "," 160,660 ", - , - ," 542,405 "," 341,953 "," 1,380,658 ", - 
01,61259,0126748,LPS Oakland R & D Campus,1449, -   , -   , -   , 440.98 , 0.9593 ," 4,087,444 "," 784,217 "," 445,123 ", N/A , N/A , N/A , N/A ," 5,316,784 "," 4,953,598 "," 363,186 ", - , - ," 1,098,662 "," 838,516 "," 3,379,606 ", - 
01,61259,0128413,Aspire College Academy,1577, 183.00 , 83.60 , -   , -   , 0.9413 ," 2,139,941 "," 402,866 "," 233,040 ", N/A , N/A , N/A , N/A ," 2,775,847 "," 2,606,871 "," 168,976 ", - , - ," 664,210 "," 53,320 "," 2,058,317 ", - 
01,61259,0129403,Epic Charter,1632, -   , 96.95 , 194.45 , -   , 0.9542 ," 2,249,940 "," 429,378 "," 245,018 ", N/A , N/A , N/A , N/A ," 2,924,336 "," 2,747,127 "," 177,209 ", - , - ," 725,997 "," 58,280 "," 2,140,059 ", - 
01,61259,0129635,Downtown Charter Academy,1661, -   , 105.02 , 189.45 , -   , 0.7833 ," 2,272,058 "," 355,940 "," 247,427 ", N/A , N/A , N/A , N/A ," 2,875,425 "," 2,735,915 "," 139,510 ", - , - ," 733,646 "," 58,894 "," 2,082,885 ", - 
01,61259,0129932,East Bay Innovation Academy,1620, -   , 107.99 , 235.67 , 189.90 , 0.2585 ," 4,415,058 "," 228,259 ", - , N/A , N/A , N/A , N/A ," 4,643,317 "," 4,046,764 ", - , - , - ," 1,329,317 "," 106,712 "," 3,207,288 ", - 
01,61259,0130617,"Oakland Military Institute, College Preparatory Academy",0349, -   , 95.79 , 219.30 , 389.90 , 0.8112 ," 6,048,872 "," 981,370 "," 658,722 ", N/A , N/A , N/A , N/A ," 7,688,964 "," 7,168,441 "," 520,523 ", - , - ," 1,756,419 "," 1,247,093 "," 4,685,452 ", - 
01,61259,0130633,Lighthouse Community Charter,0413, 194.12 , 156.67 , 129.30 , -   , 0.8858 ," 3,792,750 "," 671,923 "," 413,031 ", N/A , N/A , N/A , N/A ," 4,877,704 "," 4,557,607 "," 320,097 ", - , - ," 1,196,101 "," 767,412 "," 2,914,191 ", - 
01,61259,0130666,Aspire Lionel Wilson College Preparatory Academy,0465, -   , 75.70 , 173.69 , 257.61 , 0.9177 ," 4,314,999 "," 791,974 "," 469,903 ", N/A , N/A , N/A , N/A ," 5,576,876 "," 5,254,248 "," 322,628 ", - , - ," 1,263,145 "," 901,751 "," 3,411,980 ", - 
01,61259,0130732,Aspire Triumph Technology Academy,1663, 174.41 , 84.99 , -   , -   , 0.9438 ," 2,079,725 "," 392,569 "," 226,482 ", N/A , N/A , N/A , N/A ," 2,698,776 "," 2,528,878 "," 169,898 ", - , - ," 646,272 "," 51,880 "," 2,000,624 ", - 
01,61259,0131896,Roses in Concrete,1713, 166.56 , 123.40 , 38.10 , -   , 0.6718 ," 2,602,911 "," 349,727 "," 158,517 ", N/A , N/A , N/A , N/A ," 3,111,155 "," 3,013,743 "," 97,412 ", - , - ," 817,332 "," 65,612 "," 2,228,211 ", - 
01,61259,0132514,Francophone Charter School of Oakland,1708, 183.79 , 31.77 , -   , -   , 0.3696 ," 1,754,042 "," 129,659 ", - , N/A , N/A , N/A , N/A ," 1,883,701 "," 1,813,077 ", - , - , - ," 537,048 "," 43,112 "," 1,303,541 ", - 
01,61259,0132555,Conservatory of Vocal/Instrumental Arts High School,1745, -   , -   , -   , 71.95 , 0.5539 ," 666,905 "," 73,880 "," 1,300 ", N/A , N/A , N/A , N/A ," 742,085 "," 696,150 "," 45,935 ", - , - ," 179,257 "," 14,390 "," 548,438 ", - 
01,61259,0134015,Lodestar: A Lighthouse Community Charter Public,1783, 240.11 , 140.27 , 106.17 , -   , 0.7469 ," 3,866,991 "," 577,651 "," 380,705 ", N/A , N/A , N/A , N/A ," 4,825,347 "," 4,608,894 ", - , - , - ," 1,212,196 "," 97,310 "," 3,515,841 ", - 
01,61259,3030772,Oakland School for the Arts,0340, -   , 89.24 , 203.88 , 411.17 , 0.1183 ," 6,076,219 "," 143,763 ", - , N/A , N/A , N/A , N/A ," 6,219,982 "," 5,819,628 "," 400,354 ", - , - ," 1,754,675 "," 1,251,727 "," 3,213,580 ", - 
01,61259,6111660,Oakland Charter Academy,0014, -   , 76.24 , 151.05 , -   , 0.9193 ," 1,754,799 "," 322,637 "," 191,097 ", N/A , N/A , N/A , N/A ," 2,268,533 "," 2,112,734 "," 155,799 ", - , - ," 566,273 "," 367,933 "," 1,334,327 ", - 
01,61259,6113807,American Indian Public Charter,0106, -   , 56.46 , 99.68 , -   , 0.7827 ," 1,204,564 "," 188,562 "," 131,177 ", N/A , N/A , N/A , N/A ," 1,524,303 "," 1,425,711 "," 98,592 ", - , - ," 389,009 "," 253,726 "," 881,568 ", - 
01,61259,6117568,Aspire Monarch Academy,0252, 271.39 , 126.87 , -   , -   , 0.9559 ," 3,195,430 "," 610,903 "," 347,982 ", N/A , N/A , N/A , N/A ," 4,154,315 "," 3,913,091 "," 241,224 ", - , - ," 992,229 "," 628,551 "," 2,533,535 ", - 
01,61259,6117972,North Oakland Community Charter,0302, 76.06 , 46.32 , 35.64 , -   , 0.4194 ," 1,254,892 "," 105,261 ", - , N/A , N/A , N/A , N/A ," 1,360,153 "," 1,258,601 "," 101,552 ", - , - ," 393,693 "," 252,094 "," 714,366 ", - 
01,61259,6118608,ASCEND,1443, 211.64 , 152.23 , 101.86 , -   , 0.9225 ," 3,689,489 "," 680,711 "," 401,786 ", N/A , N/A , N/A , N/A ," 4,771,986 "," 4,470,761 "," 301,225 ", - , - ," 1,160,324 "," 742,652 "," 2,869,010 ", - 
01,61275,0000000,Piedmont City Unified,N/A, 648.53 , 607.80 , 445.68 , 849.61 , 0.0260 ," 21,291,855 "," 110,718 ", - , - , - ," 12,496 ", - ," 21,415,069 "," 20,140,049 "," 1,275,020 ", - , - ," 12,103,430 "," 1,480,604 "," 7,831,035 ", - 
01,61291,0000000,San Leandro Unified,N/A," 2,627.06 "," 1,875.32 "," 1,327.48 "," 2,660.54 ", 0.6811 ," 70,841,466 "," 9,650,024 "," 4,643,658 ", - , - ," 254,232 ", - ," 85,389,380 "," 78,971,381 "," 6,417,999 ", - , - ," 29,105,578 "," 13,868,949 "," 42,414,853 ", - 
01,61309,0000000,San Lorenzo Unified,N/A," 2,981.01 "," 2,063.54 "," 1,450.88 "," 3,371.16 ", 0.7109 ," 82,730,020 "," 11,762,555 "," 6,655,630 ", - ," 297,076 "," 620,471 ", - ," 102,065,752 "," 96,014,605 "," 6,051,147 ", - , - ," 27,620,780 "," 16,279,007 "," 58,165,965 ", - 
01,61309,0101212,KIPP Summit Academy,0524, -   , 204.95 , 196.39 , -   , 0.7771 ," 3,082,732 "," 479,118 "," 335,710 ", N/A , N/A , N/A , N/A ," 3,897,560 "," 3,603,935 "," 293,625 ", - , - ," 986,530 "," 649,507 "," 2,261,523 ", - 
01,61309,0114421,KIPP King Collegiate High,0880, -   , -   , -   , 619.24 , 0.6478 ," 5,739,736 "," 743,640 "," 280,673 ", N/A , N/A , N/A , N/A ," 6,764,049 "," 6,438,976 "," 325,073 ", - , - ," 1,522,148 "," 1,177,474 "," 4,064,427 ", - 
01,75093,0000000,Dublin Unified,N/A," 4,163.04 "," 2,850.73 "," 1,742.95 "," 3,012.15 ", 0.1554 ," 97,373,167 "," 3,026,358 ", - , - , - ," 123,385 ", - ," 100,522,910 "," 93,899,656 "," 6,623,254 "," 3,778,156 ", - ," 51,932,397 "," 19,248,671 "," 33,119,998 ", - 
01,75101,0000000,Pleasanton Unified,N/A," 3,958.42 "," 3,229.12 "," 2,427.71 "," 4,880.27 ", 0.1601 ," 121,206,907 "," 3,881,045 ", - , - , - ," 693,915 ", - ," 125,781,867 "," 117,689,571 "," 8,092,296 "," 4,184,283 ", - ," 71,194,348 "," 12,116,624 "," 46,655,178 ", - 
01,75119,0000000,Sunol Glen Unified,N/A, 127.52 , 96.06 , 64.02 , -   , 0.1175 ," 2,276,497 "," 53,498 ", - , - , - ," 54,480 ", - ," 2,384,475 "," 2,253,071 "," 131,404 "," 312,485 ", - ," 1,457,523 "," 156,344 "," 1,083,093 ", - 
01,77180,0138289,Latitude 37.8 High,2015, -   , -   , -   , 48.47 , 0.7885 ," 449,268 "," 70,850 "," 48,925 ", N/A , N/A , N/A , N/A ," 569,043 "," 496,586 "," 72,457 ", - , - ," 120,759 "," 9,694 "," 438,590 ", - 
02,61333,0000000,Alpine County Unified,N/A, 27.40 , 25.58 , 21.72 , 27.96 , 0.6805 ," 847,795 "," 115,385 "," 55,319 ", - , - ," 179,856 ", - ," 1,198,355 "," 1,065,055 ", - , - , - ," 1,437,363 "," 20,532 ", - ," 476,520 "
03,10033,0129692,Shenandoah Valley,1662, -   , -   , 23.92 , -   , 0.3582 ," 186,480 "," 13,359 ", - , N/A , N/A , N/A , N/A ," 199,839 "," 187,295 "," 12,544 ", - , - , - ," 5,143 "," 194,696 ", - 
03,73981,0000000,Amador County Unified,N/A," 1,224.76 ", 853.03 , 591.15 ," 1,279.16 ", 0.4503 ," 33,009,328 "," 2,972,820 ", - , - , - ," 1,230,560 ", - ," 37,212,708 "," 34,719,331 "," 2,493,377 ", - , - ," 26,062,509 "," 789,620 "," 10,360,579 ", - 
04,10041,0114991,CORE Butte Charter,0945, 219.66 , 153.65 , 119.43 , 381.10 , 0.4458 ," 7,435,676 "," 662,965 ", - , N/A , N/A , N/A , N/A ," 8,098,641 "," 7,555,305 "," 543,336 ", - , - ," 11,068 "," 1,498,976 "," 6,588,597 ", - 
04,10041,0134213,Come Back Butte Charter,1811, -   , -   , -   , 46.93 , 0.9359 ," 434,994 "," 81,422 "," 45,392 ", N/A , N/A , N/A , N/A ," 561,808 "," 517,659 "," 44,149 ", - , - , - ," 9,386 "," 552,422 ", - 
04,10041,0136820,Achieve Charter High School,1916, -   , -   , -   , 45.80 , 0.3958 ," 424,520 "," 33,605 ", - , N/A , N/A , N/A , N/A ," 458,125 "," 432,071 "," 26,054 ", - , - ," 120,672 "," 9,160 "," 328,293 ", - 
04,10041,0430090,Learning Community Charter,0110, 25.68 , 24.88 , 34.08 , 109.25 , 0.7851 ," 1,678,167 "," 263,505 "," 197,269 ", N/A , N/A , N/A , N/A ," 2,138,941 "," 1,993,786 "," 145,155 ", - , - ," 454,914 "," 341,999 "," 1,342,028 ", - 
04,61382,0000000,Bangor Union Elementary,N/A, 45.57 , 28.68 , 25.08 , -   , 0.7395 ," 787,929 "," 116,534 "," 74,657 ", - , - ," 22,408 ", - ," 1,001,528 "," 941,359 ", - , - , - ," 279,960 "," 154,770 "," 566,798 ", - 
04,61408,0000000,Biggs Unified,N/A, 187.80 , 115.10 , 79.97 , 203.87 , 0.6417 ," 3,041,401 "," 632,853 "," 226,090 "," 1,934,921 "," 57,471 "," 113,884 ", - ," 6,006,620 "," 5,788,019 "," 218,601 ", - , - ," 2,396,906 "," 1,111,794 "," 2,497,920 ", - 
04,61424,0000000,Chico Unified,N/A," 3,675.48 "," 2,594.88 "," 1,769.75 "," 3,801.90 ", 0.4781 ," 98,950,196 "," 9,461,618 ", - , - ," 523,290 "," 629,271 ", - ," 109,564,375 "," 102,078,524 "," 7,485,851 ", - , - ," 37,654,491 "," 19,371,244 "," 52,538,640 ", - 
04,61424,0110551,Nord Country,0729, 90.38 , 51.13 , 33.67 , -   , 0.4144 ," 1,393,875 "," 115,524 ", - , N/A , N/A , N/A , N/A ," 1,509,399 "," 1,435,706 "," 73,693 ", - , - ," 405,741 "," 276,991 "," 826,667 ", - 
04,61424,0118042,Forest Ranch Charter,1019, 48.25 , 49.45 , 21.69 , -   , 0.4450 ," 940,820 "," 83,732 ", - , N/A , N/A , N/A , N/A ," 1,024,552 "," 967,110 "," 57,442 ", - , - ," 276,524 "," 188,354 "," 559,674 ", - 
04,61424,0120394,Inspire School of Arts and Sciences,1114, -   , -   , -   , 419.88 , 0.3490 ," 3,891,868 "," 271,652 ", - , N/A , N/A , N/A , N/A ," 4,163,520 "," 3,871,852 "," 291,668 ", - , - ," 972,501 "," 798,395 "," 2,392,624 ", - 
04,61424,0121475,Sherwood Montessori,1166, 79.92 , 44.88 , 26.34 , -   , 0.4101 ," 1,203,274 "," 98,693 ", - , N/A , N/A , N/A , N/A ," 1,301,967 "," 1,194,811 "," 107,156 ", - , - ," 350,061 "," 240,398 "," 711,508 ", - 
04,61424,0123810,Wildflower Open Classroom,1280, 79.41 , 59.64 , 25.10 , -   , 0.3313 ," 1,301,155 "," 86,215 ", - , N/A , N/A , N/A , N/A ," 1,387,370 "," 1,297,116 "," 90,254 ", - , - ," 380,194 "," 261,235 "," 745,941 ", - 
04,61424,0137828,Pivot Charter School North Valley II,1982, -   , 4.49 , 15.29 , 90.92 , 0.6393 ," 995,932 "," 127,339 ", - , N/A , N/A , N/A , N/A ," 1,123,271 "," 955,742 "," 167,529 ", - , - ," 256,397 "," 22,140 "," 844,734 ", - 
04,61424,6113773,Chico Country Day,0112, 241.89 , 181.47 , 117.52 , -   , 0.2035 ," 4,282,059 "," 174,280 ", - , N/A , N/A , N/A , N/A ," 4,456,339 "," 4,185,485 "," 270,854 ", - , - ," 1,252,754 "," 862,204 "," 2,341,381 ", - 
04,61424,6119523,Blue Oak Charter,0415, 159.50 , 122.34 , 56.08 , -   , 0.5374 ," 2,676,919 "," 287,715 ", - , N/A , N/A , N/A , N/A ," 2,964,634 "," 2,800,020 "," 164,614 ", - , - ," 782,670 "," 536,748 "," 1,645,216 ", - 
04,61432,0000000,Durham Unified,N/A, 307.29 , 241.94 , 159.13 , 293.02 , 0.3917 ," 8,318,840 "," 651,699 ", - , - ," 83,374 "," 137,493 ", - ," 9,191,406 "," 8,597,412 "," 593,994 ", - , - ," 3,434,694 "," 1,736,315 "," 4,020,397 ", - 
04,61440,0000000,Feather Falls Union Elementary,N/A, 3.95 , 2.22 , 4.67 , -   , 0.6389 , - ," 10,956 "," 3,811 "," 161,608 "," 2,180 "," 22,506 ", - ," 201,061 "," 198,257 ", - , - , - ," 17,299 "," 37,116 "," 146,646 ", - 
04,61440,0121509,Ipakanni Early College Charter,1170, 8.75 , 9.07 , 16.70 , 31.20 , 0.7010 ," 560,111 "," 78,527 "," 42,289 ", N/A , N/A , N/A , N/A ," 680,927 "," 601,517 "," 79,410 ", - , - ," 104,881 "," 124,965 "," 451,081 ", - 
04,61457,0000000,Golden Feather Union Elementary,N/A, 21.97 , 25.30 , 12.40 , -   , 0.8536 ," 469,139 "," 80,092 "," 71,216 ", - , - ," 127,261 ", - ," 747,708 "," 792,446 ", - , - , - ," 1,099,292 "," 11,934 ", - ," 361,499 "
04,61499,0000000,Manzanita Elementary,N/A, 138.03 , 103.13 , 66.03 , -   , 0.4777 ," 2,432,244 "," 232,376 ", - , - , 740 ," 15,835 ", - ," 2,681,195 "," 2,477,330 "," 203,865 ", - , - ," 330,297 "," 481,052 "," 1,869,846 ", - 
04,61507,0000000,Oroville City Elementary,N/A," 1,024.52 ", 749.82 , 455.96 , -   , 0.7876 ," 17,668,473 "," 2,783,138 "," 2,099,014 ", - ," 36,502 "," 421,670 ", - ," 23,008,797 "," 21,565,567 "," 1,443,230 ", - , - ," 3,634,618 "," 3,518,886 "," 15,855,293 ", - 
04,61507,0129577,Stream Charter,1616, 115.77 , 88.93 , 57.54 , -   , 0.4534 ," 2,075,237 "," 188,182 ", - , N/A , N/A , N/A , N/A ," 2,263,419 "," 2,139,322 ", - , - , - ," 328,744 "," 52,448 "," 1,882,227 ", - 
04,61515,0000000,Oroville Union High,N/A, -   , -   , -   ," 2,023.89 ", 0.7587 ," 18,759,436 "," 2,846,557 "," 1,957,547 ", - , - ," 468,192 ", - ," 24,031,732 "," 22,003,068 "," 2,028,664 ", - , - ," 7,111,001 "," 3,819,042 "," 13,101,689 ", - 
04,61523,0000000,Palermo Union Elementary,N/A, 547.20 , 426.76 , 287.47 , -   , 0.7795 ," 9,875,453 "," 1,555,618 "," 1,145,011 "," 163,408 ", - ," 243,920 ", - ," 12,983,410 "," 12,227,231 "," 756,179 ", - , - ," 1,409,775 "," 1,986,483 "," 9,587,152 ", - 
04,61531,0000000,Paradise Unified,N/A," 1,048.87 ", 724.93 , 376.79 ," 1,058.81 ", 0.6551 ," 26,877,454 "," 3,521,484 "," 1,412,410 ", - ," 103,871 "," 694,576 ", - ," 32,609,795 "," 30,289,347 "," 2,320,448 ", - , - ," 8,527,391 "," 5,266,457 "," 18,815,947 ", - 
04,61531,0110338,Achieve Charter School of Paradise Inc.,0751, 91.53 , 86.19 , 51.90 , -   , 0.4270 ," 1,810,906 "," 154,651 ", - , N/A , N/A , N/A , N/A ," 1,965,557 "," 1,844,032 "," 121,525 ", - , - ," 604,991 "," 366,682 "," 993,884 ", - 
04,61531,6112585,Hometech Charter,0067, 14.45 , 9.32 , 23.44 , 89.76 , 0.7419 ," 1,204,281 "," 178,692 "," 63,285 ", N/A , N/A , N/A , N/A ," 1,446,258 "," 1,318,133 "," 128,125 ", - , - ," 360,882 "," 244,571 "," 840,805 ", - 
04,61531,6112999,Paradise Charter Middle,0079, -   , 52.44 , 98.10 , -   , 0.3098 ," 1,161,811 "," 71,986 ", - , N/A , N/A , N/A , N/A ," 1,233,797 "," 1,157,609 "," 76,188 ", - , - ," 396,635 "," 244,630 "," 592,532 ", - 
04,61531,6113765,Children's Community Charter,0094, 92.20 , 69.53 , 47.06 , -   , 0.4326 ," 1,652,559 "," 142,979 ", - , N/A , N/A , N/A , N/A ," 1,795,538 "," 1,678,459 "," 117,079 ", - , - ," 550,109 "," 332,966 "," 912,463 ", - 
04,61549,0000000,Thermalito Union Elementary,N/A, 722.60 , 494.72 , 291.34 , -   , 0.8995 ," 11,967,423 "," 2,152,939 "," 2,091,307 ", - , - ," 284,680 ", - ," 16,496,349 "," 15,245,130 "," 1,251,219 ", - , - ," 1,428,852 "," 2,384,107 "," 12,683,390 ", - 
04,73379,0000000,Pioneer Union Elementary,N/A, 26.05 , 19.52 , 12.43 , -   , 0.9372 ," 7,485 "," 86,075 "," 88,903 "," 491,049 ", - ," 62,106 ", - ," 735,618 "," 687,222 "," 48,396 ", - , - ," 514,943 "," 11,600 "," 209,075 "," 31,416 "
04,75507,0000000,Gridley Unified,N/A, 603.26 , 426.07 , 300.59 , 661.95 , 0.7133 ," 16,672,637 "," 2,378,518 "," 1,361,322 ", - ," 72,073 "," 202,998 ", - ," 20,687,548 "," 18,978,331 "," 1,709,217 ", - , - ," 3,928,916 "," 3,288,842 "," 13,469,790 ", - 
05,10058,0530154,Mountain Oaks,0527, 73.52 , 81.04 , 90.73 , 188.04 , 0.5102 ," 3,669,265 "," 374,412 ", - , N/A , N/A , N/A , N/A ," 4,043,677 "," 3,768,745 "," 274,932 ", - , - ," 594,360 "," 748,597 "," 2,700,720 ", - 
05,61556,0000000,Bret Harte Union High,N/A, -   , -   , -   , 635.39 , 0.3889 ," 5,889,430 "," 458,080 ", - , - , - ," 151,031 "," 128,381 "," 6,626,922 "," 6,239,124 "," 387,798 ", - , - ," 10,174,660 "," 127,078 ", - ," 121,048 "
05,61564,0000000,Calaveras Unified,N/A, 818.01 , 599.34 , 409.59 , 863.71 , 0.5558 ," 22,472,807 "," 2,498,077 "," 65,171 ", - , - ," 1,337,636 ", - ," 26,373,691 "," 25,183,599 "," 1,190,092 ", - , - ," 19,757,096 "," 538,130 "," 6,078,465 ", - 
05,61572,0000000,Mark Twain Union Elementary,N/A, 328.29 , 270.42 , 177.39 , -   , 0.6197 ," 6,133,750 "," 760,218 "," 213,761 ", - ," 51,241 "," 103,025 ", - ," 7,261,995 "," 6,734,952 "," 527,043 ", - , - ," 4,181,380 "," 155,220 "," 2,925,395 ", - 
05,61580,0000000,Vallecito Union,N/A, 246.18 , 174.80 , 127.32 , -   , 0.4504 ," 4,343,290 "," 391,243 ", - , - ," 26,494 "," 262,735 ", - ," 5,023,762 "," 4,701,436 "," 322,326 ", - , - ," 6,174,366 "," 109,660 ", - ," 628,691 "
06,61598,0000000,Colusa Unified,N/A, 424.17 , 345.48 , 210.10 , 448.85 , 0.7273 ," 11,907,000 "," 1,731,992 "," 1,055,556 ", - ," 72,847 "," 45,195 ", - ," 14,812,590 "," 13,704,290 "," 1,108,300 ", - , - ," 3,662,763 "," 2,468,964 "," 8,680,863 ", - 
06,61606,0000000,Maxwell Unified,N/A, 102.13 , 83.74 , 45.98 , 98.92 , 0.7447 ," 1,843,508 "," 409,643 "," 267,749 "," 1,252,204 ", - ," 81,996 ", - ," 3,855,100 "," 3,584,627 "," 270,473 ", - , - ," 1,434,799 "," 681,609 "," 1,738,692 ", - 
06,61614,0000000,Pierce Joint Unified,N/A, 418.58 , 343.28 , 249.56 , 419.69 , 0.7259 ," 11,464,077 "," 1,724,979 "," 1,044,992 "," 491,958 "," 72,903 "," 189,504 ", - ," 14,988,413 "," 13,893,928 "," 1,094,485 ", - , - ," 4,231,484 "," 2,481,615 "," 8,275,314 ", - 
